,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
725,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,hideki matsuyama,positive,positive,0.282,0.0,0.718,0.8505
726,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,danny lee,positive,positive,0.282,0.0,0.718,0.8505
727,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,sergio garcia,positive,positive,0.282,0.0,0.718,0.8505
728,58:09.7,"@Daj5mg - The last times Els missed the cut at both the Masters and the U.S. Open in the same year, he finished T11 and T8 at the @TheOpen",11,neutral,ernie els,neutral,negative,0.0,0.177,0.823,-0.6808
729,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,jason day,neutral,negative,0.0,0.156,0.844,-0.5423
730,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,dustin johnson,neutral,negative,0.0,0.156,0.844,-0.5423
731,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,phil mickelson,neutral,negative,0.0,0.156,0.844,-0.5423
732,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,andy sullivan,neutral,negative,0.0,0.156,0.844,-0.5423
733,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,martin kaymer,neutral,negative,0.0,0.156,0.844,-0.5423
734,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,michael johnson,neutral,neutral,0.0,0.0,1.0,0.0
735,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,taylor moore,neutral,neutral,0.0,0.0,1.0,0.0
736,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,adam cornelson,neutral,neutral,0.0,0.0,1.0,0.0
737,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,positive,jhonattan vegas,neutral,neutral,0.0,0.0,1.0,0.0
738,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,richard h.,neutral,neutral,0.0,0.0,1.0,0.0
739,32:28.1,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",11,neutral,matt jones,neutral,neutral,0.0,0.0,1.0,0.0
740,32:28.1,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",11,neutral,abraham ancer,neutral,neutral,0.0,0.0,1.0,0.0
741,40:22.8,"Damn....was calling Si Woo Kim ""See"" last night. Addled brain due to over-tweeting. Wonder if he can go well in Canada?",11,neutral,si woo,neutral,positive,0.215,0.0,0.785,0.6369
742,01:24.9,"Roberto Castro 80-1 e/w... led field in SG: tee to green last week (barbasol), pretty decent par 5 scorer, 6th here in 2013",11,positive,roberto castro,neutral,positive,0.132,0.0,0.868,0.4939
743,02:15.2,Absolutely astounded to see 90/1 on one man in particular. Would have thought this course would be pretty perfect and expected 50/1 tops,11,positive,colt knost,neutral,positive,0.412,0.0,0.588,0.923
744,50:58.7,"Mike Weir at $6,600. Really getting a bump for home field advantage this week.",11,neutral,mike weir,neutral,negative,0.119,0.225,0.656,-0.4173
745,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,positive,graham delaet,positive,neutral,0.0,0.0,1.0,0.0
746,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,neutral," jr.""",positive,neutral,0.0,0.0,1.0,0.0
747,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,positive,colt knost,positive,neutral,0.0,0.0,1.0,0.0
748,55:58.5,"Grillo only $8500 on DK, looks like we know our top-owned golfer this week.",1,positive,emiliano grillo,positive,positive,0.161,0.0,0.839,0.3612
749,14:09.5,Really keen on @BrandtSnedeker at 28/1 to win @RBCCanadianOpen. Comes in off a solid Open and Snedeker has a win and 5th place at Glen Abbey,1,positive,brandt snedeker,positive,positive,0.375,0.0,0.625,0.8999
750,43:29.3,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,11,positive,tim wilkinson,neutral,positive,0.153,0.0,0.847,0.4404
751,43:29.3,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,11,positive,tom hoge,neutral,positive,0.153,0.0,0.847,0.4404
752,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,william mcgirt,neutral,neutral,0.0,0.0,1.0,0.0
753,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,neutral,kyung tae,neutral,neutral,0.0,0.0,1.0,0.0
754,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,matthew fitzpatrick,neutral,neutral,0.0,0.0,1.0,0.0
755,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,graham delaet,neutral,neutral,0.0,0.0,1.0,0.0
756,34:05.3,@ZdubbsGolf Gonna go ahead and call your boy Varner as a serious threat to take it down this week,1,positive,harold varner,positive,negative,0.0,0.231,0.769,-0.5859
757,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,roberto castro,neutral,neutral,0.0,0.0,1.0,0.0
758,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,david hearn,neutral,neutral,0.0,0.0,1.0,0.0
759,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,william mcgirt,neutral,neutral,0.0,0.0,1.0,0.0
760,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,daniel summerhays,neutral,neutral,0.0,0.0,1.0,0.0
761,51:27.3,"Yet again, Kyle Reifers checks all the boxes for me this week (well, except for course history - but he did finish T20 at the Memorial)",1,positive,kyle reifers,positive,neutral,0.0,0.0,1.0,0.0
762,19:04.8,Roberto Castro looks like the perfect GPP pivot from Grillo.,1,positive,emiliano grillo,positive,positive,0.437,0.0,0.563,0.7351
763,19:04.8,Roberto Castro looks like the perfect GPP pivot from Grillo.,1,positive,roberto castro,positive,positive,0.437,0.0,0.563,0.7351
764,02:44.6,"McGirt has two runner-ups in 5 appearances in Canada, and never missed a cut (T34/2015, T25/2014, T2/2013, T2/2012, T59/2011)",11,positive,william mcgirt,neutral,positive,0.237,0.0,0.763,0.5667
765,07:05.8,KT Kim has recorded seven wins in the past 12 months on the Japan Golf Tour,11,neutral,kyung tae,neutral,positive,0.198,0.0,0.802,0.5719
766,11:19.4,".@PGATOUR fans get first look at @Dmccarthygolf of @PGATOURCanada @RBCCanadianOpen -- 3 wins in 6 starts, 67.42 scoring average. #PGATour",11,positive,daniel mccarthy,neutral,positive,0.179,0.0,0.821,0.5719
767,10:38.2,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,1,neutral,jim herman,positive,positive,0.2,0.0,0.8,0.4588
768,10:38.2,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,1,positive,matthew fitzpatrick,positive,positive,0.2,0.0,0.8,0.4588
769,18:49.6,"There are a lot of overpriced golfers this week, but one who is underpriced near the top-tier is Charley Hoffman.",1,positive,charley hoffman,positive,positive,0.133,0.101,0.766,0.1779
770,20:05.5,"Usually don't want to be on a guy just off a playoff loss, but won't be able to live w/ myself is Si Woo breaks thru here. 100-1 is in.",1,neutral,si woo,positive,negative,0.114,0.224,0.662,-0.4517
771,30:11.4,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",1,positive,camilo villegas,positive,positive,0.237,0.105,0.659,0.5267
772,30:11.4,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",1,positive,alex cejka,positive,positive,0.237,0.105,0.659,0.5267
773,33:24.5,Today's first field ▲ at the @RBCCanadianOpen: OUT @BrianGayPGA IN @Abraham_Ancer (alternate),11,neutral,brian gay,neutral,neutral,0.0,0.0,1.0,0.0
774,35:18.7,@ThePME harman and blixt,1,neutral,brian harman,positive,neutral,0.0,0.0,1.0,0.0
775,35:18.7,@ThePME harman and blixt,1,positive,jonas blixt,positive,neutral,0.0,0.0,1.0,0.0
776,43:45.9,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,1,positive,jason day,positive,negative,0.081,0.101,0.818,-0.1317
777,43:45.9,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,1,positive,dustin johnson,positive,negative,0.081,0.101,0.818,-0.1317
778,47:11.8,Watch Chris Kirk win this week when absolutely zero % of us are on him.....,11,positive,chris kirk,neutral,positive,0.226,0.0,0.774,0.5859
779,48:35.8,@ThePME Campbell &amp; Campbell,1,positive,chad campbell,positive,neutral,0.0,0.0,1.0,0.0
780,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,bud cauley,positive,neutral,0.0,0.0,1.0,0.0
781,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,chad campbell,positive,neutral,0.0,0.0,1.0,0.0
782,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,jonas blixt,positive,neutral,0.0,0.0,1.0,0.0
783,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,charley hoffman,positive,positive,0.135,0.0,0.865,0.3612
784,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,david hearn,positive,positive,0.135,0.0,0.865,0.3612
785,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,neutral,brian harman,positive,positive,0.135,0.0,0.865,0.3612
786,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,matthew fitzpatrick,positive,positive,0.135,0.0,0.865,0.3612
787,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,chris kirk,positive,negative,0.105,0.118,0.777,-0.1027
788,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,tony finau,positive,negative,0.105,0.118,0.777,-0.1027
789,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,neutral,brian harman,positive,negative,0.105,0.118,0.777,-0.1027
790,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,matthew fitzpatrick,positive,negative,0.105,0.118,0.777,-0.1027
791,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,colt knost,positive,negative,0.105,0.118,0.777,-0.1027
792,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,william mcgirt,positive,negative,0.105,0.118,0.777,-0.1027
793,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,harold varner,positive,negative,0.105,0.118,0.777,-0.1027
794,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,neutral,si woo,positive,negative,0.105,0.118,0.777,-0.1027
795,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,harold varner,positive,positive,0.377,0.0,0.623,0.8658
796,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,kevin streelman,positive,positive,0.377,0.0,0.623,0.8658
797,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,william mcgirt,positive,positive,0.377,0.0,0.623,0.8658
798,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,neutral,si woo,positive,positive,0.377,0.0,0.623,0.8658
799,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,jonas blixt,positive,positive,0.377,0.0,0.623,0.8658
800,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,chris kirk,positive,positive,0.377,0.0,0.623,0.8658
801,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,kevin kisner,neutral,positive,0.296,0.096,0.609,0.5574
802,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,emiliano grillo,neutral,positive,0.296,0.096,0.609,0.5574
803,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,roberto castro,neutral,positive,0.296,0.096,0.609,0.5574
804,22:22.9,Gone with @stewartcink at 269/1 in the @RBCCanadianOpen. Class act on his day and has fond memories of Glen Abbey. Finished 5th and 4th here,1,neutral,stewart cink,positive,positive,0.108,0.0,0.892,0.4404
805,30:36.5,Backed @WilliamMcGirt at 54/1 in the @RBCCanadianOpen. McGirt recently won his first @PGATOUR event and finished second here in 2013,1,positive,william mcgirt,positive,positive,0.211,0.0,0.789,0.5859
806,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,jimmy walker,positive,positive,0.152,0.141,0.707,0.079
807,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,chad campbell,positive,positive,0.152,0.141,0.707,0.079
808,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,jason day,positive,positive,0.152,0.141,0.707,0.079
809,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,matthew fitzpatrick,positive,positive,0.152,0.141,0.707,0.079
810,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,brian harman,positive,positive,0.152,0.141,0.707,0.079
811,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,graham delaet,positive,positive,0.152,0.141,0.707,0.079
812,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,morgan hoffmann,positive,positive,0.152,0.141,0.707,0.079
813,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,michael kim,positive,positive,0.152,0.141,0.707,0.079
814,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,kevin kisner,positive,positive,0.152,0.141,0.707,0.079
815,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,william mcgirt,positive,positive,0.152,0.141,0.707,0.079
816,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,daniel summerhays,positive,positive,0.152,0.141,0.707,0.079
817,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,charley hoffman,positive,positive,0.152,0.141,0.707,0.079
818,06:07.8,"Bold (notsobold for @RBCCanadianOpen ) fade of the week: Danny Lee. 71 in SGT, 111 in scoring avg. both stats that showed up. #hellwinnow",111,positive,danny lee,negative,negative,0.098,0.113,0.789,-0.1027
819,10:32.2,"Also totally get why people are high on Hadwin, but use @FGMetrics average price tool for him. Similar to when Chappell was $9600",1,positive,adam hadwin,positive,neutral,0.0,0.0,1.0,0.0
820,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,david hearn,positive,neutral,0.0,0.0,1.0,0.0
821,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,jim furyk,positive,neutral,0.0,0.0,1.0,0.0
822,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,bryson dechambeau,positive,neutral,0.0,0.0,1.0,0.0
823,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,jason day,positive,neutral,0.0,0.0,1.0,0.0
824,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,matt kuchar,positive,neutral,0.0,0.0,1.0,0.0
825,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,emiliano grillo,positive,neutral,0.0,0.0,1.0,0.0
826,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,jon rahm,positive,neutral,0.0,0.0,1.0,0.0
827,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,jordan niebrugge,positive,neutral,0.0,0.0,1.0,0.0
828,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,ben taylor,neutral,neutral,0.0,0.0,1.0,0.0
829,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,cameron percy,neutral,neutral,0.0,0.0,1.0,0.0
830,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,joey garber,neutral,neutral,0.0,0.0,1.0,0.0
831,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,corey conners,neutral,neutral,0.0,0.0,1.0,0.0
832,48:44.8,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",1,positive,harold varner,positive,positive,0.312,0.0,0.688,0.7717
833,48:44.8,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",1,positive,david hearn,positive,positive,0.312,0.0,0.688,0.7717
834,49:47.6,Think @GrilloEmiliano can go well at 33/1 in @RBCCanadianOpen. In-form Grillo finished tied for 12th at the Open and shot 64 here in 2015,11,positive,emiliano grillo,neutral,positive,0.084,0.0,0.916,0.2732
835,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,matt kuchar,neutral,positive,0.231,0.0,0.769,0.765
836,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,jason day,neutral,positive,0.231,0.0,0.769,0.765
837,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,chez reavie,neutral,positive,0.231,0.0,0.769,0.765
838,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,neutral,hunter mahan,neutral,positive,0.231,0.0,0.769,0.765
839,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,charley hoffman,neutral,positive,0.231,0.0,0.769,0.765
840,11:24.1,Expecting @DJohnsonPGA to go close at 6/1 in the @RBCCanadianOpen. Two wins in last 3 starts and tied for 2nd at Glen Abbey in 2013,11,positive,dustin johnson,neutral,positive,0.139,0.0,0.861,0.5719
841,18:00.0,Rory and Sergio for me this week. #PGAChampionship #golf,1,positive,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
842,18:00.0,Rory and Sergio for me this week. #PGAChampionship #golf,1,positive,sergio garcia,positive,neutral,0.0,0.0,1.0,0.0
843,23:57.7,.@McIlroyRory ranks in @PGAChampionship since debut in 2009: Scoring Avg 1st Score to par 1st Rounds in 60s 1st Birdies/eagles 1st,11,positive,rory mcilroy,neutral,neutral,0.0,0.0,1.0,0.0
844,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,andy sullivan,neutral,negative,0.104,0.251,0.645,-0.6249
845,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,charley hoffman,neutral,negative,0.104,0.251,0.645,-0.6249
846,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,chris kirk,neutral,negative,0.104,0.251,0.645,-0.6249
847,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,neutral,rafa cabrera,positive,positive,0.31,0.0,0.69,0.4019
848,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,webb simpson,positive,positive,0.31,0.0,0.69,0.4019
849,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,harris english,positive,positive,0.31,0.0,0.69,0.4019
850,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,jimmy walker,positive,positive,0.31,0.0,0.69,0.4019
851,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,kevin chappell,positive,neutral,0.0,0.0,1.0,0.0
852,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,sergio garcia,positive,neutral,0.0,0.0,1.0,0.0
853,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,scott piercy,positive,neutral,0.0,0.0,1.0,0.0
854,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,cameron tringale,positive,neutral,0.0,0.0,1.0,0.0
855,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,phil mickelson,positive,neutral,0.0,0.0,1.0,0.0
856,12:18.4,"Working on PGA, be out lunchtime, but while on it: can't believe how good Stricker's major record is. 21 cuts made in a row is ridiculous.",11,positive,steve stricker,neutral,negative,0.0,0.326,0.674,-0.8924
857,26:10.2,Jaidee at 680?!!!thats 250 points too big #USPGA,11,positive,thongchai jaidee,neutral,neutral,0.0,0.0,1.0,0.0
858,31:44.4,@Akes_theGambler also added Kuchar top 20,1,positive,matt kuchar,positive,positive,0.265,0.0,0.735,0.2023
859,33:06.8,@Akes_theGambler I'm back on Grace and Charl as well.,1,positive,charl schwartzel,positive,positive,0.412,0.0,0.588,0.5994
860,33:06.8,@Akes_theGambler I'm back on Grace and Charl as well.,1,positive,branden grace,positive,positive,0.412,0.0,0.588,0.5994
861,05:45.6,24th ranked player in the world going off at 200-1 this week... just saying... (odds like that worth a little risk),11,positive,chris wood,neutral,positive,0.196,0.0,0.804,0.5267
862,50:47.7,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,1,positive,rory mcilroy,positive,positive,0.153,0.0,0.847,0.4404
