,created_on,message,player,sentiment_12h_database
1053,2016-07-06 18:04:37.471,"2 new babies in fantasygrind house this wk x2 #babyswag no research but Kaymer 50-1 Stricker 175-1 for Open Lingy, Reed, Thorbjorn Scotish",martin kaymer,positive
1054,2016-07-07 23:32:57.579,"Got in on JB at 125/1 now in the off chance he moves his Open number with T5 at Scottish. Also, threw $3 on David Howell e/w. I was bored.",j.b. holmes,positive
1055,2016-07-07 23:32:57.579,"Got in on JB at 125/1 now in the off chance he moves his Open number with T5 at Scottish. Also, threw $3 on David Howell e/w. I was bored.",david howell,positive
1056,2016-07-07 23:34:22.544,@ThePME put $4 on Stricker to go Darren Clarke-2011 on us,steve stricker,neutral
1057,2016-07-07 23:37:33.627,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",patrick reed,positive
1058,2016-07-07 23:37:33.627,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",paul casey,neutral
1059,2016-07-07 23:37:33.627,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",charl schwartzel,positive
1060,2016-07-07 23:37:33.627,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",emiliano grillo,neutral
1061,2016-07-07 23:37:33.627,"@DRogerCasey @drewby417 @EPattersonFS also note that Reed, Koepka, Charl, Grillo, and Casey all played seasons exclusively on Euro Tour.",brooks koepka,neutral
1062,2016-07-08 13:55:29.325,"Smaller sample size, but @TheSergioGarcia has averaged more @DraftKings points over the past 12 weeks than both DJ and Day.",sergio garcia,positive
1063,2016-07-08 14:12:08.271,Brandon Grace is going to win the Open. Took the last of the 28s about with Laddies. Won't be that price this afternoon let alone Monday.,branden grace,positive
1064,2016-07-08 17:42:29.944,@the1sos @DraftKings also love kaymer for same reasons. Pieters very solid too,thomas pieters,positive
1065,2016-07-08 17:42:29.944,@the1sos @DraftKings also love kaymer for same reasons. Pieters very solid too,martin kaymer,positive
1066,2016-07-09 17:12:49.967,Watch out for Branden Grace next week. Sneaky pick,branden grace,neutral
1067,2016-07-09 18:51:31.389,@BKoepka has withdrawn from @TheOpen and is replaced by @ColtKnost at Troon. Jon Curran now 1st reserve.,brooks koepka,neutral
1068,2016-07-09 18:51:31.389,@BKoepka has withdrawn from @TheOpen and is replaced by @ColtKnost at Troon. Jon Curran now 1st reserve.,colt knost,neutral
1069,2016-07-10 12:57:54.283,Adam Scott's ranks in @TheOpen last 5 years Score to par: 1st Birdies/eagles: 1st Rounds in top-10: 1st Rounds under par: 1st,adam scott,positive
1070,2016-07-10 13:39:33.761,Mickelsons ownership just doubled for #TheOpen #royaltroon,phil mickelson,neutral
1071,2016-07-10 15:48:33.257,"Steve Stricker 🇺🇸 extends his current consecutive cuts made streak on the @EuropeanTour, dating back to The Masters 2010. 22 events.",steve stricker,neutral
1072,2016-07-10 16:04:17.461,@BKoepka has withdrawn from @TheOpen and is replaced by @ColtKnost at Troon. Jon Curran now 1st reserve.,callum shinkwin,positive
1073,2016-07-10 16:06:32.813,Callum Shinkwin is going to be on a lot of my rosters for #TheOpen this week. #DFS,callum shinkwin,positive
1074,2016-07-10 16:26:32.559,I'm ashamed I only listed Reed as a bonus pick for @TheOpen .... He's gonna contend at 66-1 he is worth more than a sprinkle @ThePME,patrick reed,positive
1075,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",danny lee,positive
1076,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",russell knox,positive
1077,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",phil mickelson,positive
1078,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",patrick reed,positive
1079,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",steve stricker,positive
1080,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",richard sterne,positive
1081,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",callum shinkwin,positive
1082,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",soren kjeldsen,positive
1083,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",rafa cabrera,neutral
1084,2016-07-11 10:55:11.384,"Great weekend rounds to note heading to @TheOpen #TheOpen: Kjeldsen, Bello, Stricker, Sterne, Phil, Reed, Knox, Shinkwin, Sullivan, Lee.",andy sullivan,positive
1085,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",thorbjorn olesen,positive
1086,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",joost luiten,positive
1087,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",shane lowry,positive
1088,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",jamie lovemark,positive
1089,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",david lingmerth,positive
1090,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",jamie donaldson,positive
1091,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",george coetzee,positive
1092,2016-07-11 11:07:11.493,"Notable poor performance missed cuts at Scottish Open: Donaldson, Holmes, Lingmerth, Lowry, Luiten, Lovemark, Olesen, Coetzee. #DFS",j.b. holmes,positive
1093,2016-07-11 11:13:15.642,"An alternate at #TheOpen currently sits 1st in DA, 30th in SG:P, 12th in SCR%, &amp; 21st in 3-Putt Avoidance. Enter @ColtKnost #DFS #BigGravy",colt knost,positive
1094,2016-07-11 11:14:42.553,"Hatton, Colsaerts, Manassero, &amp; Ramsay earn a spot at @TheOpen today. Probably added to @DraftKings tomorrow.",matteo manassero,positive
1095,2016-07-11 11:14:42.553,"Hatton, Colsaerts, Manassero, &amp; Ramsay earn a spot at @TheOpen today. Probably added to @DraftKings tomorrow.",tyrrell hatton,positive
1096,2016-07-11 11:14:42.553,"Hatton, Colsaerts, Manassero, &amp; Ramsay earn a spot at @TheOpen today. Probably added to @DraftKings tomorrow.",nicolas colsaerts,positive
1097,2016-07-11 11:14:42.553,"Hatton, Colsaerts, Manassero, &amp; Ramsay earn a spot at @TheOpen today. Probably added to @DraftKings tomorrow.",richie ramsay,neutral
1098,2016-07-11 14:41:25.399,@ThePME Who do you like under 6k?,callum shinkwin,positive
1099,2016-07-11 14:41:25.399,@ThePME Who do you like under 6k?,fabian gomez,positive
1100,2016-07-11 14:43:06.552,@ThePME who are your favorite 2 golfers below 7k that would be a way to get Day on the roster?,j.b. holmes,positive
1101,2016-07-11 14:43:06.552,@ThePME who are your favorite 2 golfers below 7k that would be a way to get Day on the roster?,soren kjeldsen,positive
1102,2016-07-11 15:01:49.684,@ThePME what ownership % do you think Noren will have after winning Scottish? And would you pivot to Molinari or Bello off of him?,alexander noren,positive
1103,2016-07-11 15:01:49.684,@ThePME what ownership % do you think Noren will have after winning Scottish? And would you pivot to Molinari or Bello off of him?,francesco molinari,positive
1104,2016-07-11 15:02:40.963,What are your thoughts on Ryan Palmer this week? @ThePME,ryan palmer,positive
1105,2016-07-11 15:04:24.267,"@ThePME Is it a good idea to have some lineups without using any of Spieth, Day, DJ and Rory?",adam scott,positive
1106,2016-07-11 15:04:24.267,"@ThePME Is it a good idea to have some lineups without using any of Spieth, Day, DJ and Rory?",sergio garcia,positive
1107,2016-07-11 15:04:24.267,"@ThePME Is it a good idea to have some lineups without using any of Spieth, Day, DJ and Rory?",branden grace,positive
1108,2016-07-11 15:09:09.157,@RyanGolfBlogger Sergio?,scott piercy,positive
1109,2016-07-11 15:10:47.865,First antepost bet for #TheOpen2016 is @BrandenGrace at 66/1. Two wins this year and a links specialist. Grace has three top 5s in majors,branden grace,positive
1110,2016-07-11 15:11:37.602,Another #TheOpen2016 antepost bet is @WestwoodLee at 66/1. Encouraging return to form recently and Westwood was fourth at Troon in 2004,lee westwood,positive
1111,2016-07-11 15:14:27.299,"I'm a glutton for punishment, but Marc Leishman...come on. P2, T5 in last two Opens. 9th most birdies on TOUR L6 weeks.",marc leishman,positive
1112,2016-07-11 15:19:26.386,He hasn't been in the best form but Hideki at 70/1? /gives wallet to sportsbook,hideki matsuyama,positive
1113,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,jim furyk,positive
1114,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,rickie fowler,positive
1115,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,adam scott,positive
1116,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,zach johnson,positive
1117,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,ernie els,positive
1118,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,sergio garcia,positive
1119,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,martin kaymer,positive
1120,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,thomas pieters,neutral
1121,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,brandt snedeker,positive
1122,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,richard sterne,positive
1123,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,chris wood,positive
1124,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,phachara khongwatmai,neutral
1125,2016-07-11 16:18:11.036,Betting Preview: The Open 2016 - Royal Troon https://t.co/uSIvnW6Suw,padraig harrington,positive
1126,2016-07-11 17:21:43.104,"With the players added to DK pool, I think Manassero and Knost will get some traction. My favorite sleeper there is Richard Sterne ($5,900).",callum shinkwin,positive
1127,2016-07-11 17:21:43.104,"With the players added to DK pool, I think Manassero and Knost will get some traction. My favorite sleeper there is Richard Sterne ($5,900).",richard sterne,positive
1128,2016-07-11 17:21:43.104,"With the players added to DK pool, I think Manassero and Knost will get some traction. My favorite sleeper there is Richard Sterne ($5,900).",matteo manassero,positive
1129,2016-07-11 17:21:43.104,"With the players added to DK pool, I think Manassero and Knost will get some traction. My favorite sleeper there is Richard Sterne ($5,900).",colt knost,positive
1130,2016-07-11 17:30:35.633,@gfienberg17 you think Piercy is actually going to take down Troon?,scott piercy,positive
1131,2016-07-11 17:33:42.521,@ThePME @gfienberg17 Have thoughts on Reed changed from the podcast based on how he played the weekend of the Scotish?,patrick reed,positive
1132,2016-07-11 17:44:52.315,Can Dustin Johnson do what Tom Watson did in 1982? Win the US Open and then go on to win @TheOpen at Royal Troon 3 weeks later?,dustin johnson,positive
1133,2016-07-11 20:06:56.104,"Molinari 125/1 is a bet. 2nd in France, T8 at the Quicken Loans. 3 previous top 15's at the Open Championship.",francesco molinari,positive
1134,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,jordan niebrugge,positive
1135,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,ross fisher,neutral
1136,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,miguel jimenez,neutral
1137,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,patton kizzire,neutral
1138,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,alexander noren,positive
1139,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,steve stricker,positive
1140,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,brendan steele,neutral
1141,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,gary woodland,positive
1142,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,rafa cabrera,neutral
1143,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,zander lombard,neutral
1144,2016-07-11 20:18:30.445,.@Hump_Bumgardner with Part 1 of this week's Data Dive series for @TheOpen: The Value Plays https://t.co/bNcpXgofBh,jon rahm,neutral
1145,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,rickie fowler,positive
1146,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,adam scott,positive
1147,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,lee westwood,positive
1148,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,ernie els,positive
1149,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,emiliano grillo,positive
1150,2016-07-12 14:33:12.328,Open portfolio- in order: Westwood Scott fowler grillo Dufner els. All traded win only and green at no risk #OpenChampionship,jason dufner,positive
1151,2016-07-12 14:36:30.117,"I'm e/w on Scott, Garcia, Reed &amp; Leishman in Open Champ this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",marc leishman,positive
1152,2016-07-12 14:36:30.117,"I'm e/w on Scott, Garcia, Reed &amp; Leishman in Open Champ this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",sergio garcia,positive
1153,2016-07-12 14:36:30.117,"I'm e/w on Scott, Garcia, Reed &amp; Leishman in Open Champ this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",adam scott,positive
1154,2016-07-12 14:36:30.117,"I'm e/w on Scott, Garcia, Reed &amp; Leishman in Open Champ this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",patrick reed,positive
1155,2016-07-12 14:40:40.464,Open picks Kaymer 50/1 Oosthuizen 50/1 Ante post Fowler 25/1 😳 grace 50/1 Kaymer 50/1 Els 150/1,louis oosthuizen,positive
1156,2016-07-12 14:40:40.464,Open picks Kaymer 50/1 Oosthuizen 50/1 Ante post Fowler 25/1 😳 grace 50/1 Kaymer 50/1 Els 150/1,martin kaymer,positive
1157,2016-07-12 14:40:40.464,Open picks Kaymer 50/1 Oosthuizen 50/1 Ante post Fowler 25/1 😳 grace 50/1 Kaymer 50/1 Els 150/1,branden grace,positive
1158,2016-07-12 14:40:40.464,Open picks Kaymer 50/1 Oosthuizen 50/1 Ante post Fowler 25/1 😳 grace 50/1 Kaymer 50/1 Els 150/1,ernie els,positive
1159,2016-07-12 14:40:40.464,Open picks Kaymer 50/1 Oosthuizen 50/1 Ante post Fowler 25/1 😳 grace 50/1 Kaymer 50/1 Els 150/1,rickie fowler,positive
1160,2016-07-12 14:50:23.125,Lingmerth added at 130-1. I'll put my full list out soon for those interested in losing $$$,david lingmerth,positive
1161,2016-07-12 14:54:20.066,"Longest of long shots! Hideto Tanihara coming off back to back wins in japan 69 owgr,finished 5th in 2006 600/1 1000 bf 16/1 top 20",hideto tanihara,neutral
1162,2016-07-12 15:17:39.437,My only concern with Grace is that he is becoming too popular... anytime everyone in line likes the same side usually a bad sign.,branden grace,positive
1163,2016-07-12 15:18:09.866,@gfienberg17 Who is your pick for the Fienberg slam? Piercy?,adam scott,positive
1164,2016-07-12 15:35:58.689,DraftKings Open Championship Sleeper Picks https://t.co/6F99EopXxl,ross fisher,positive
1165,2016-07-12 15:35:58.689,DraftKings Open Championship Sleeper Picks https://t.co/6F99EopXxl,harold varner,positive
1166,2016-07-12 15:35:58.689,DraftKings Open Championship Sleeper Picks https://t.co/6F99EopXxl,brandon stone,positive
1167,2016-07-12 15:35:58.689,DraftKings Open Championship Sleeper Picks https://t.co/6F99EopXxl,brendan steele,positive
1168,2016-07-12 15:38:05.544,Lets do this. Two FAV sleepers for the Open DK Milly Maker? I’ll go Soren &amp; Molinari YOU????,francesco molinari,positive
1169,2016-07-12 15:38:05.544,Lets do this. Two FAV sleepers for the Open DK Milly Maker? I’ll go Soren &amp; Molinari YOU????,soren kjeldsen,positive
1170,2016-07-12 16:28:45.343,Best scoring average in #TheOpen since 2010: A. Scott 70.25 @Louis57TM 70.25 @TheSergioGarcia 70.50 @RickieFowler 70.72 @DJohnsonPGA 70.75,rickie fowler,positive
1171,2016-07-12 16:28:45.343,Best scoring average in #TheOpen since 2010: A. Scott 70.25 @Louis57TM 70.25 @TheSergioGarcia 70.50 @RickieFowler 70.72 @DJohnsonPGA 70.75,adam scott,positive
1172,2016-07-12 16:28:45.343,Best scoring average in #TheOpen since 2010: A. Scott 70.25 @Louis57TM 70.25 @TheSergioGarcia 70.50 @RickieFowler 70.72 @DJohnsonPGA 70.75,sergio garcia,positive
1173,2016-07-12 16:28:45.343,Best scoring average in #TheOpen since 2010: A. Scott 70.25 @Louis57TM 70.25 @TheSergioGarcia 70.50 @RickieFowler 70.72 @DJohnsonPGA 70.75,louis oosthuizen,positive
1174,2016-07-12 16:28:45.343,Best scoring average in #TheOpen since 2010: A. Scott 70.25 @Louis57TM 70.25 @TheSergioGarcia 70.50 @RickieFowler 70.72 @DJohnsonPGA 70.75,dustin johnson,positive
1175,2016-07-12 16:30:43.078,adding chris wood 90-1 and kjeldsen 150-1 to stricker and kaymer... love wood for dfs this week too,chris wood,positive
1176,2016-07-12 16:30:43.078,adding chris wood 90-1 and kjeldsen 150-1 to stricker and kaymer... love wood for dfs this week too,steve stricker,positive
1177,2016-07-12 16:30:43.078,adding chris wood 90-1 and kjeldsen 150-1 to stricker and kaymer... love wood for dfs this week too,soren kjeldsen,positive
1178,2016-07-12 16:30:43.078,adding chris wood 90-1 and kjeldsen 150-1 to stricker and kaymer... love wood for dfs this week too,martin kaymer,positive
1179,2016-07-12 16:35:24.236,My American and last @TheOpen pick Patrick Reed 66/1,patrick reed,positive
1180,2016-07-12 16:36:45.778,".@JDayGolf is 33-under in majors since the beginning of 2013, 15 strokes better than any other player in that span.",jason day,positive
1181,2016-07-12 16:44:09.967,ADAM SCOTT the big money horse for this Open Championship. Good move on him today.,adam scott,positive
1182,2016-07-12 17:03:55.963,Another antepost bet for #TheOpen is @andysulligolf at 125/1. Sullivan looks to be close to top form again coming in with 2 top six finishes,andy sullivan,positive
1183,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",chris wood,positive
1184,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",william mcgirt,positive
1185,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",shane lowry,positive
1186,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",russell knox,positive
1187,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",ross fisher,positive
1188,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",jamie donaldson,positive
1189,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",dustin johnson,positive
1190,2016-07-12 17:39:13.352,"Guys I'm looking at, but can't have them all: Long C Wood Jamie D Knox R Fisher McGirt Medium Lowry Zach Short DJ (will probably add)",zach johnson,positive
1191,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,byeong hun,neutral
1192,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,ernie els,positive
1193,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,john daly,positive
1194,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,david lingmerth,positive
1195,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,bernd wiesberger,positive
1196,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,brandon stone,positive
1197,2016-07-12 18:00:41.939,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,thongchai jaidee,positive
1198,2016-07-12 18:05:33.423,Dufner and fowler are the two current best value bets #TheOpen2016,jason dufner,positive
1199,2016-07-12 18:05:33.423,Dufner and fowler are the two current best value bets #TheOpen2016,rickie fowler,positive
1200,2016-07-12 18:09:03.814,You think Francesco Molinari likes big events? He's made the cut in nine straight majors plus a T7 and T6 in the last two Players. #DFS #PGA,francesco molinari,positive
1201,2016-07-12 18:25:02.752,DraftKings Open Championship Picks [Part 2] https://t.co/IYfv6Gu5h9,phil mickelson,positive
1202,2016-07-12 18:25:02.752,DraftKings Open Championship Picks [Part 2] https://t.co/IYfv6Gu5h9,rory mcilroy,positive
1203,2016-07-12 18:25:02.752,DraftKings Open Championship Picks [Part 2] https://t.co/IYfv6Gu5h9,martin kaymer,positive
1204,2016-07-12 18:25:02.752,DraftKings Open Championship Picks [Part 2] https://t.co/IYfv6Gu5h9,matt kuchar,positive
1205,2016-07-13 13:23:48.604,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",patrick reed,positive
1206,2016-07-13 13:23:48.604,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",bubba watson,positive
1207,2016-07-13 13:23:48.604,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",matt kuchar,positive
1208,2016-07-13 13:23:48.604,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",sergio garcia,positive
1209,2016-07-13 13:58:32.616,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",richard sterne,positive
1210,2016-07-13 13:58:32.616,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",henrik stenson,positive
1211,2016-07-13 13:58:32.616,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",thomas pieters,positive
1212,2016-07-13 13:58:32.616,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",martin kaymer,positive
1213,2016-07-13 13:58:32.616,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",patrick reed,positive
1214,2016-07-13 14:03:39.609,"I'm not saying he is a play this week, but Keegan keeps showing up in my model. Is anyone else seeing him in their personal model? #concerns",keegan bradley,positive
1215,2016-07-13 14:29:59.442,"Lots asking me about Charl, not ideal but not worth jumping off entirely its not like the guy hasnt been practicing w them for 5-6 months.",charl schwartzel,positive
1216,2016-07-13 14:31:01.104,Adam Scott hasn't missed a cut at a Major in 5 years...,adam scott,positive
1217,2016-07-13 14:58:33.532,@tjsweet88 @FantasyGolfers @Daj5mg I cut my exposure from 45 to 20,charl schwartzel,positive
1218,2016-07-13 16:17:23.650,Another two European sleepers that nobody is talking about this week with top-15 upside: Ross Fisher and Matteo Manassero.,matteo manassero,positive
1219,2016-07-13 16:17:23.650,Another two European sleepers that nobody is talking about this week with top-15 upside: Ross Fisher and Matteo Manassero.,ross fisher,positive
1220,2016-07-13 16:19:11.678,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,j.b. holmes,positive
1221,2016-07-13 16:19:11.678,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,hideki matsuyama,positive
1222,2016-07-13 16:19:11.678,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,danny lee,positive
1223,2016-07-13 16:19:11.678,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,sergio garcia,positive
1224,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,chris wood,positive
1225,2016-07-13 18:01:02.552,One more plug for #TheOpen preview where I fancy two Englishmen to contend at #RoyalTroon https://t.co/deHK6XpLRL #TheOpenChampionship,lee westwood,positive
