Unnamed: 0,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted
724,00:41.9,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,11,positive,david lingmerth,neutral
725,00:41.9,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,11,positive,bernd wiesberger,neutral
726,00:41.9,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,11,positive,brandon stone,neutral
727,00:41.9,THE OPEN WEISBERGER BYEONG ELS JAIDEE LINGMERTH STONE DALY (fun) This list is not too sexy but finding it tough here. Will play in-running,11,positive,thongchai jaidee,neutral
728,05:33.4,Dufner and fowler are the two current best value bets #TheOpen2016,1,positive,jason dufner,positive
729,05:33.4,Dufner and fowler are the two current best value bets #TheOpen2016,1,positive,rickie fowler,positive
730,09:03.8,You think Francesco Molinari likes big events? He's made the cut in nine straight majors plus a T7 and T6 in the last two Players. #DFS #PGA,11,positive,francesco molinari,neutral
731,23:48.6,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",11,positive,patrick reed,neutral
732,23:48.6,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",11,positive,bubba watson,neutral
733,23:48.6,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",11,positive,matt kuchar,neutral
734,23:48.6,"@gfienberg17 how do you like reed, bubba, Garcia, kuchar and Rickie this week?",11,positive,sergio garcia,neutral
735,58:32.6,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",1,positive,richard sterne,positive
736,58:32.6,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",1,positive,henrik stenson,positive
737,58:32.6,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",1,positive,thomas pieters,positive
738,58:32.6,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",1,positive,martin kaymer,positive
739,58:32.6,"Stenson, Kaymer, Reed, Pieters and Sterne the final stable for the Open.",1,positive,patrick reed,positive
740,03:39.6,"I'm not saying he is a play this week, but Keegan keeps showing up in my model. Is anyone else seeing him in their personal model? #concerns",11,positive,keegan bradley,neutral
741,29:59.4,"Lots asking me about Charl, not ideal but not worth jumping off entirely its not like the guy hasnt been practicing w them for 5-6 months.",111,positive,charl schwartzel,negative
742,31:01.1,Adam Scott hasn't missed a cut at a Major in 5 years...,11,positive,adam scott,neutral
743,58:33.5,@tjsweet88 @FantasyGolfers @Daj5mg I cut my exposure from 45 to 20,11,positive,charl schwartzel,neutral
744,17:23.6,Another two European sleepers that nobody is talking about this week with top-15 upside: Ross Fisher and Matteo Manassero.,1,positive,matteo manassero,positive
745,17:23.6,Another two European sleepers that nobody is talking about this week with top-15 upside: Ross Fisher and Matteo Manassero.,1,positive,ross fisher,positive
746,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,j.b. holmes,positive
747,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,hideki matsuyama,positive
748,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,danny lee,positive
749,19:11.7,A few #PGA bets out there for me so far. To win the #OpenChampionship: Sergio 20/1 Matsuyama 50/1 Danny Lee 60/1 JB Holmes 100/1,1,positive,sergio garcia,positive
750,58:09.7,"@Daj5mg - The last times Els missed the cut at both the Masters and the U.S. Open in the same year, he finished T11 and T8 at the @TheOpen",11,neutral,ernie els,neutral
751,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,jason day,neutral
752,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,dustin johnson,neutral
753,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,phil mickelson,neutral
754,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,andy sullivan,neutral
755,28:34.7,"Other players from my long list I reluctantly left out of #TheOpen preview include Day, D Johnson, Willett, Sullivan, Kaymer and Mickelson",11,positive,martin kaymer,neutral
756,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,michael johnson,neutral
757,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,taylor moore,neutral
758,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,adam cornelson,neutral
759,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,positive,jhonattan vegas,neutral
760,10:57.7,"Field ▲s at @RBCCanadianOpen, part 2 of 2: IN (*=top 10) @acornelson (spon.) M. Johnson* @Richard_LeePGA* T. Moore (spon.) @JhonattanVegas*",11,neutral,richard h.,neutral
761,32:28.1,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",11,neutral,matt jones,neutral
762,32:28.1,"First field ▲s at @RBCCanadianOpen, part 1 of 2: OUT @Abraham_Ancer (bumped to 1st ALT) @carballotati (bumped to 2nd ALT) @mattjonesgolf",11,neutral,abraham ancer,neutral
763,40:22.8,"Damn....was calling Si Woo Kim ""See"" last night. Addled brain due to over-tweeting. Wonder if he can go well in Canada?",11,neutral,si woo,neutral
764,01:24.9,"Roberto Castro 80-1 e/w... led field in SG: tee to green last week (barbasol), pretty decent par 5 scorer, 6th here in 2013",11,positive,roberto castro,neutral
765,02:15.2,Absolutely astounded to see 90/1 on one man in particular. Would have thought this course would be pretty perfect and expected 50/1 tops,11,positive,colt knost,neutral
766,50:58.7,"Mike Weir at $6,600. Really getting a bump for home field advantage this week.",11,neutral,mike weir,neutral
767,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,positive,graham delaet,positive
768,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,neutral," jr.""",positive
769,52:49.7,"RBC Canadian Open: G DeLaet 60/1, C Knost 90/1, T Potter Jnr 300/1",1,positive,colt knost,positive
770,55:58.5,"Grillo only $8500 on DK, looks like we know our top-owned golfer this week.",1,positive,emiliano grillo,positive
771,14:09.5,Really keen on @BrandtSnedeker at 28/1 to win @RBCCanadianOpen. Comes in off a solid Open and Snedeker has a win and 5th place at Glen Abbey,1,positive,brandt snedeker,positive
772,43:29.3,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,11,positive,tim wilkinson,neutral
773,43:29.3,Hoge 225/1 and Wilkinson 225/1 are under valued too. The T5/T10/T20 market for them should be juicy.,11,positive,tom hoge,neutral
774,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,william mcgirt,neutral
775,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,neutral,kyung tae,neutral
776,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,matthew fitzpatrick,neutral
777,45:26.7,BIG discrepancies between DK Price &amp; Odds this week. McGirt 7700 (50/1) DeLeat 7500 (50/1) Fitzpatrick 6800 (80/1) KT Kim 7400 (66/1),11,positive,graham delaet,neutral
778,34:05.3,@ZdubbsGolf Gonna go ahead and call your boy Varner as a serious threat to take it down this week,1,positive,harold varner,positive
779,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,roberto castro,neutral
780,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,david hearn,neutral
781,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,william mcgirt,neutral
782,26:46.6,"I'm e/w on McGirt, Hearn, Summerhays &amp; Castro in Canada this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,daniel summerhays,neutral
783,51:27.3,"Yet again, Kyle Reifers checks all the boxes for me this week (well, except for course history - but he did finish T20 at the Memorial)",1,positive,kyle reifers,positive
784,19:04.8,Roberto Castro looks like the perfect GPP pivot from Grillo.,1,positive,emiliano grillo,positive
785,19:04.8,Roberto Castro looks like the perfect GPP pivot from Grillo.,1,positive,roberto castro,positive
786,02:44.6,"McGirt has two runner-ups in 5 appearances in Canada, and never missed a cut (T34/2015, T25/2014, T2/2013, T2/2012, T59/2011)",11,positive,william mcgirt,neutral
787,07:05.8,KT Kim has recorded seven wins in the past 12 months on the Japan Golf Tour,11,neutral,kyung tae,neutral
788,11:19.4,".@PGATOUR fans get first look at @Dmccarthygolf of @PGATOURCanada @RBCCanadianOpen -- 3 wins in 6 starts, 67.42 scoring average. #PGATour",11,positive,daniel mccarthy,neutral
789,10:38.2,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,1,neutral,jim herman,positive
790,10:38.2,POLL: 2 fav guys under $7k this week. I'll go Fitz and Herman. You?,1,positive,matthew fitzpatrick,positive
791,18:49.6,"There are a lot of overpriced golfers this week, but one who is underpriced near the top-tier is Charley Hoffman.",1,positive,charley hoffman,positive
792,20:05.5,"Usually don't want to be on a guy just off a playoff loss, but won't be able to live w/ myself is Si Woo breaks thru here. 100-1 is in.",1,neutral,si woo,positive
793,30:11.4,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",1,positive,camilo villegas,positive
794,30:11.4,"I think it's Alex Cejka week; he can scramble, has good par 5 scoring as well as birdie or better %. Cejka &amp; Villegas are your S&amp;S bookends.",1,positive,alex cejka,positive
795,33:24.5,Today's first field ▲ at the @RBCCanadianOpen: OUT @BrianGayPGA IN @Abraham_Ancer (alternate),11,neutral,brian gay,neutral
796,35:18.7,@ThePME harman and blixt,1,neutral,brian harman,positive
797,35:18.7,@ThePME harman and blixt,1,positive,jonas blixt,positive
798,43:45.9,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,1,positive,jason day,positive
799,43:45.9,Anyone who tells you to make @RBCCanadianOpen GPP lineups this week that do not include either Day or DJ is absolutely nuts fyi,1,positive,dustin johnson,positive
800,47:11.8,Watch Chris Kirk win this week when absolutely zero % of us are on him.....,11,positive,chris kirk,neutral
801,48:35.8,@ThePME Campbell &amp; Campbell,1,positive,chad campbell,positive
802,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,bud cauley,positive
803,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,chad campbell,positive
804,49:30.3,"@ThePME blixt, Cauley, and Campbell",1,positive,jonas blixt,positive
805,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,charley hoffman,positive
806,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,david hearn,positive
807,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,neutral,brian harman,positive
808,28:34.0,@NYCPunter @HitTheHighDraw @BenColeyGolf Harman and Fitz seem like auto-bets for me. Also looking at Charley and Hearn.,1,positive,matthew fitzpatrick,positive
809,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,chris kirk,positive
810,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,tony finau,positive
811,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,neutral,brian harman,positive
812,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,matthew fitzpatrick,positive
813,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,colt knost,positive
814,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,william mcgirt,positive
815,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,positive,harold varner,positive
816,30:16.1,Canadian Open Finau 40 Dirt 40 Knost 55 Kirk 50 (cc: @HitTheHighDraw) Harman 80 (cc: @BenColeyGolf Si Woo 100 (cc: myself) HV3 100 Fitz 100,1,neutral,si woo,positive
817,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,harold varner,positive
818,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,kevin streelman,positive
819,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,william mcgirt,positive
820,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,neutral,si woo,positive
821,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,jonas blixt,positive
822,37:32.5,"My value 6pack betting for #RBCCanadianOpen McGirt 45/1, Kirk 50/1, Streelman 66/1, Varner 100/1, Si Woo 100/1, Blixt 150/1",1,positive,chris kirk,positive
823,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,kevin kisner,neutral
824,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,emiliano grillo,neutral
825,31:25.2,"Every week I consider playing Roberto Castro, they price him between guys like Grillo and Kisner. No thank you.",11,positive,roberto castro,neutral
826,22:22.9,Gone with @stewartcink at 269/1 in the @RBCCanadianOpen. Class act on his day and has fond memories of Glen Abbey. Finished 5th and 4th here,1,neutral,stewart cink,positive
827,30:36.5,Backed @WilliamMcGirt at 54/1 in the @RBCCanadianOpen. McGirt recently won his first @PGATOUR event and finished second here in 2013,1,positive,william mcgirt,positive
828,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,jimmy walker,positive
829,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,chad campbell,positive
830,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,jason day,positive
831,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,matthew fitzpatrick,positive
832,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,brian harman,positive
833,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,graham delaet,positive
834,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,morgan hoffmann,positive
835,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,michael kim,positive
836,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,kevin kisner,positive
837,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,william mcgirt,positive
838,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,daniel summerhays,positive
839,24:58.2,The fact that I can start a roster with Jason Day and have Jimmy Walker as my 5th most expensive golfer is great.,1,positive,charley hoffman,positive
840,06:07.8,"Bold (notsobold for @RBCCanadianOpen ) fade of the week: Danny Lee. 71 in SGT, 111 in scoring avg. both stats that showed up. #hellwinnow",111,positive,danny lee,negative
841,10:32.2,"Also totally get why people are high on Hadwin, but use @FGMetrics average price tool for him. Similar to when Chappell was $9600",1,positive,adam hadwin,positive
842,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,david hearn,positive
843,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,jim furyk,positive
844,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,bryson dechambeau,positive
845,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,jason day,positive
846,43:53.2,"RFO - Jeremy Chapman - Canada - 2ew Kuchar (18) 2ew Day (11-2), 1ew Furyk (30), 0.5p ew DeChambeau (80), Hearn (70)",1,positive,matt kuchar,positive
847,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,emiliano grillo,positive
848,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,jon rahm,positive
849,50:28.9,"Racing Post Selections - Steve Palmer - Canada - 2ew Grillo (33), 1ew Rahm (66), 0.5ew Niebrugge (250)",1,positive,jordan niebrugge,positive
850,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,ben taylor,neutral
851,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,cameron percy,neutral
852,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,joey garber,neutral
853,53:07.9,RBC Canadian Open qualifiers Cameron Percy (67) Joey Garber (67) Corey Conners (69) Ben Taylor (69),11,neutral,corey conners,neutral
854,48:44.8,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",1,positive,harold varner,positive
855,48:44.8,"@Akes_theGambler I think I'm going Hearn. Solid form, 3rd last year, obviously motivated here, and has the favorable Thursday AM draw.",1,positive,david hearn,positive
856,49:47.6,Think @GrilloEmiliano can go well at 33/1 in @RBCCanadianOpen. In-form Grillo finished tied for 12th at the Open and shot 64 here in 2015,11,positive,emiliano grillo,neutral
857,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,matt kuchar,neutral
858,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,jason day,neutral
859,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,chez reavie,neutral
860,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,neutral,hunter mahan,neutral
861,14:18.8,"Best ScAvg at Glen Abbey in @RBCCanadianOpen last 30 years, min 10 Rds played: Kuchar 69.3 Mahan 69.4 Hoffman 69.42 Reavie 69.43 Day 69.7",11,positive,charley hoffman,neutral
862,11:24.1,Expecting @DJohnsonPGA to go close at 6/1 in the @RBCCanadianOpen. Two wins in last 3 starts and tied for 2nd at Glen Abbey in 2013,11,positive,dustin johnson,neutral
863,18:00.0,Rory and Sergio for me this week. #PGAChampionship #golf,1,positive,rory mcilroy,positive
864,18:00.0,Rory and Sergio for me this week. #PGAChampionship #golf,1,positive,sergio garcia,positive
865,23:57.7,.@McIlroyRory ranks in @PGAChampionship since debut in 2009: Scoring Avg 1st Score to par 1st Rounds in 60s 1st Birdies/eagles 1st,11,positive,rory mcilroy,neutral
866,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,andy sullivan,neutral
867,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,charley hoffman,neutral
868,36:55.6,"Looking at pricing for the PGA Championship, it appears Chris Kirk, Charley Hoffman, and Andy Sullivan somehow fell through the cracks.",11,positive,chris kirk,neutral
869,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,neutral,rafa cabrera,positive
870,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,webb simpson,positive
871,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,harris english,positive
872,22:14.1,"Early #PGAChampionship values - English, Simpson, Walker, Cabrera-Bello",1,positive,jimmy walker,positive
873,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,kevin chappell,positive
874,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,sergio garcia,positive
875,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,scott piercy,positive
876,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,cameron tringale,positive
877,09:03.7,"With the twins due to arrive tomorrow, my USPGA work is done. Mickelson 25/1, Sergio 33/1, Chappell 125/1, Piercy 150/1 &amp; Tringale 400/1",1,positive,phil mickelson,positive
878,12:18.4,"Working on PGA, be out lunchtime, but while on it: can't believe how good Stricker's major record is. 21 cuts made in a row is ridiculous.",11,positive,steve stricker,neutral
879,26:10.2,Jaidee at 680?!!!thats 250 points too big #USPGA,11,positive,thongchai jaidee,neutral
880,31:44.4,@Akes_theGambler also added Kuchar top 20,1,positive,matt kuchar,positive
881,33:06.8,@Akes_theGambler I'm back on Grace and Charl as well.,1,positive,charl schwartzel,positive
882,33:06.8,@Akes_theGambler I'm back on Grace and Charl as well.,1,positive,branden grace,positive
883,05:45.6,24th ranked player in the world going off at 200-1 this week... just saying... (odds like that worth a little risk),11,positive,chris wood,neutral
884,50:47.7,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,1,positive,rory mcilroy,positive
885,50:47.7,@Akes_theGambler had a change of heart - swapped Rory for DJ. Thanks for @Betfair for voiding the Rory bet.,1,positive,dustin johnson,positive
886,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,adam scott,neutral
887,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,rickie fowler,neutral
888,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,justin rose,neutral
889,20:01.3,"@gfienberg17 Great work Geoff. I find you get a nice drift right into the event on guys in levels 2,3 &amp; 4 as money piles into chalk.",11,positive,rory mcilroy,neutral
890,21:22.0,Who's the most underpriced player this week? IMO Charl Schwartzel,11,positive,charl schwartzel,neutral
891,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,charl schwartzel,neutral
892,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,sergio garcia,neutral
893,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,jim furyk,neutral
894,06:22.3,@RobertLusetich who do you fancy for the #USPGA ?,11,positive,dustin johnson,neutral
895,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,phil mickelson,positive
896,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,dustin johnson,positive
897,10:53.0,"@gfienberg17 So you know, I like Mickelson, Dustin, and Justin Rose at the PGA. #Baltusrol",1,positive,justin rose,positive
898,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,brandt snedeker,neutral
899,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,sergio garcia,neutral
900,35:35.4,"I'm e/w on Garcia (again!), Koepka, Sneds, Kuchar &amp; Furyk for #PGAChamp. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",11,positive,jim furyk,neutral
